well_id,permeability_md,porosity_fraction,net_to_gross,thickness_ft,well_depth_ft,tubing_diameter_in,choke_size_64th,well_type,completion_type,artificial_lift,reservoir_pressure_psi,reservoir_temp_f,bottomhole_pressure_psi,wellhead_pressure_psi,oil_gravity_api,gas_oil_ratio_scf_bbl,water_cut_fraction,fvf_oil,oil_viscosity_cp,oil_rate_bbl_day,gas_rate_scf_day,water_rate_bbl_day,productivity_index,oil_price_usd_bbl,gas_price_usd_mcf,daily_opex_usd,drilling_cost_usd,completion_cost_usd,total_capex_usd,daily_revenue_usd,performance_index,oil_cut,profit_per_barrel,production_efficiency,economic_efficiency,ranking_score,drill_date,well_age_days,production_months,days_since_workover,pressure_drawdown,total_liquid_rate,productivity_factor,depth_category
11,4.648675345999612,0.16352284128899194,0.5101092062856062,115.20187891439917,6437.228681839207,2.875,35.3224109356409,Horizontal,Perforated,Natural Flow,3229.6730615994747,172.53745727940202,2557.2013354086066,2045.7610683268854,37.993380328870536,138.10555568641936,0.30907390822120523,1.1041431666705928,97.34161096149353,5.0,690.5277784320969,2.236660798938229,0.0025417218513878637,92.55524980070086,2.1599353596305884,279.1089476173303,1187026.0506678696,542256.7164674241,1729282.7671352937,185.15879675161665,114.14993623440364,0.6909260917787947,36.30564642188562,0.6919260917787947,0.6633925509456504,23.82594510077028,2023-03-15,658,41.90539690412053,98.77042783502742,672.4717261908681,7.236660798938229,0.7601646008079442,Medium
12,4.637939741623569,0.14748809452754313,0.6352773839058444,33.43442704543517,6149.753624082645,2.875,19.4383622044382,Horizontal,Open Hole,ESP,3065.3492072304384,206.28675717687662,2377.206346241125,1856.1233312104337,36.58636826971563,279.1608031384766,0.31045221332997347,1.1083748240941544,84.4359883359225,5.0,1395.804015692383,2.2511258037970836,0.001052611566289633,68.59271387373356,2.0621320176533846,376.24866204462353,1094314.00231136,575405.4284845713,1669719.4307959313,-30.406760524827348,62.68803416952699,0.6895477866700266,-5.962109906828892,0.6905477866700266,-0.08081559774748401,22.032821263591064,2015-04-04,3560,20.725661404481066,52.588179718961136,688.1428609893132,7.251125803797084,0.6840408950256259,Medium
13,9.411781650729825,0.13805259765667952,0.8093825325711617,138.28848573098216,5765.543867845836,3.5,43.10094728363126,Horizontal,Perforated,Natural Flow,2948.2411490895875,161.1444444577892,2625.061845294524,2100.0494762356193,50.0,164.1319279527518,0.18154499308167596,1.1049239578385825,60.2432734824305,14.650596611763548,2404.6306675468045,3.2497073001389327,0.015825984609182765,52.7426666261111,3.0612616886975283,297.5316375080062,913013.7153067632,572302.2903730172,1485316.0056797804,482.54109919789965,211.84676717694026,0.8184550069183241,32.713327596056345,0.8194550069183241,1.6218144169119328,32.7173654051329,2016-09-16,3029,31.76509616618451,306.90957913022413,323.17930379506333,17.90030391190248,1.2993209054607235,Medium
14,1.0905910045854894,0.1046218168979201,0.920393114278818,119.25850166028904,10183.371227734031,2.875,28.089580590401763,Vertical,Perforated,Gas Lift,4929.8161307283635,220.5849816004699,4094.842190100194,3275.873752080155,27.43912907109584,241.15789337370975,0.03443860156510772,1.1072347368012114,100.0,5.0,1205.7894668685487,0.17833441743863593,0.0010811474256459412,76.19456673405787,3.4561987552953806,389.5120466947789,1558059.4254008876,378863.8866050468,1936923.3120059343,-4.37176496995022,94.19751968161405,0.9655613984348923,-0.8572088176372982,0.9665613984348924,-0.011223696435186071,30.508383270259763,2015-08-17,3425,24.69133718126364,766.0039806512937,834.9739406281697,5.178334417438636,0.11409961239226182,Deep
15,1.3166388553290882,0.12116143347158335,0.6904655173981169,51.954717900610326,9211.192753418667,2.375,63.75612989376356,Vertical,Perforated,ESP,4694.877972700758,220.25232315677408,3866.7156783704977,3093.3725426963983,32.98522315736519,535.646627887113,0.38538218850362715,1.1160693988366135,92.53209529759225,5.0,2678.233139435565,3.135131737713673,0.00045735144527513956,86.89194972093946,3.4233383353933555,407.74705927190035,1532228.5378622194,599994.434331103,2132222.972193322,35.88118751014764,65.32810299512298,0.6146178114963728,7.035526962774048,0.6156178114963728,0.08799864203611774,20.17374181553859,2021-04-16,1356,35.1856153025701,53.31125915279097,828.16229433026,8.135131737713673,0.159525851076057,Deep
16,4.211051886489826,0.1877695612912878,0.7453271855870818,10.0,7840.268175229179,3.5,34.89027685466572,Horizontal,Slotted Liner,Rod Pump,4324.060877376271,201.16810707859682,3891.6547896386437,3113.3238317109153,29.153075038530233,272.70952789836167,0.2343452201339315,1.1081812858369509,100.0,5.0,1363.5476394918082,1.5303562403389948,0.00028322184204258654,77.87160877602774,3.6550014661407,342.43303799263083,941223.7578518299,400189.9339764468,1341413.6918282767,51.90877450900314,86.80406786679833,0.7656547798660684,10.178191080196694,0.7666547798660684,0.1515881026354712,24.871678362666668,2018-11-15,2239,23.524391626848534,30.0,432.4060877376269,6.530356240338994,0.7907073653010445,Medium
17,2.6836260389870468,0.17504585938121903,0.5994010372397788,49.06197099809374,7319.311272253874,3.5,35.20959394661834,Horizontal,Slotted Liner,ESP,3820.253055800704,197.9677862037716,3389.3200136603355,2711.4560109282684,33.860123347425635,198.97906844037092,0.04768609733506125,1.105969372053211,100.0,5.0,994.8953422018546,0.25036937467647224,0.0007135778793546351,71.43361505860956,2.3860427787974494,385.9434820972152,1373005.2272485017,497358.50009129546,1870363.7273397972,-26.40154395724744,87.90330873287373,0.9523139026649388,-5.176773324950479,0.9533139026649389,-0.06840779850402334,29.97486103971748,2016-12-21,2933,14.506856017011714,304.26045391256014,430.93304214036834,5.250369374676472,0.4697576262523044,Medium
18,10.11730508649365,0.10112223776007244,0.9808380975592914,15.337707185668886,7139.104988048964,3.5,39.68770009499762,Horizontal,Perforated,Natural Flow,3650.536457150236,173.39394295851923,2700.146164782638,2160.1169318261104,33.53758054074906,50.0,0.2523037792705812,1.1015000000000001,100.0,5.0,250.0,1.6872055444077032,0.0013817774899086773,77.40447505140011,4.78593547766508,285.5782554248973,1090788.4104894353,338188.08296064625,1428976.4934500814,102.64060370151958,100.975967938788,0.7476962207294189,20.125608568925408,0.7486962207294189,0.3594132317560588,24.82003247353992,2017-09-06,2674,18.079018436835334,174.27412997970953,950.3902923675978,6.687205544407703,1.023084530447601,Medium
19,2.9801568235315004,0.1549666152714613,0.8456221534463972,24.96574652613578,9639.855661373314,5.5,59.33833617464982,Horizontal,Perforated,Gas Lift,4247.574573866406,230.07719889452002,3387.037417082824,2709.6299336662596,28.021601423515932,98.31903653899617,0.03850744002776285,1.1029495710961699,100.0,5.0,491.59518269498085,0.20024803925298648,0.000570432644386424,93.38906564309505,4.704190951525131,384.09880465298613,1711344.0848145266,482053.1642324029,2193397.2490469296,85.1590811727362,116.58422554636003,0.9614925599722371,16.697859053477686,0.9624925599722371,0.2217113933735699,30.934107475655047,2021-02-07,1424,41.376651639166106,578.0473285446068,860.5371567835823,5.200248039252987,0.4618248159208262,Deep
20,1.799837348121891,0.18756935616858944,0.4774613896532391,26.576280333280017,10856.650262262112,3.5,52.845813592146015,Vertical,Perforated,Natural Flow,5507.837840510872,248.15976977593965,4749.600214060853,3799.680171248683,38.7459008775751,138.98533750651887,0.043887300270355215,1.1041695601251957,61.58824562362856,5.0,694.9266875325943,0.22950879316322417,0.00033583975933443034,66.24871972039317,2.4509168864640913,321.29601141578433,1913945.592884683,399641.3531838558,2313586.946068539,11.650794739509706,98.26563162735367,0.9561126997296447,2.2844695567666093,0.9571126997296447,0.036261871687017576,30.33561406700199,2015-09-24,3387,22.99763056736817,52.320989476529846,758.237626450019,5.229508793163224,0.3375943325954045,Deep
21,31.99721183737195,0.0665297359439314,0.6814176722352323,15.212719919553042,7091.910614108691,4.5,33.26328390867912,Horizontal,Perforated,ESP,3949.3796325922976,170.09363787728262,3554.441669333068,2843.553335466455,33.28684902328428,50.0,0.1439139537723351,1.1015000000000001,100.0,5.0,250.0,0.8405334154189683,0.003011257517691842,75.30873184204253,2.010765177470682,384.2596395565059,1177423.3541222964,455114.28403252916,1632537.6381548257,-7.213289051925528,83.67182526995246,0.8560860462276649,-1.414370402338339,0.8570860462276649,-0.018771914376047305,27.193919380400207,2017-09-30,2650,11.032118615496636,30.0,394.9379632592295,5.840533415418968,2.1287660544823916,Medium
22,5.8957025226221536,0.17716800961899676,0.8802348449669437,49.197625097612246,9707.623280983564,2.875,48.24715889447658,Vertical,Perforated,Rod Pump,4455.316217092316,202.86365341216145,3920.7049523702553,3136.5639618962045,45.763863743071354,70.79509425816181,0.562763742052336,1.102123852827745,56.14595877236021,5.0,353.9754712908091,6.435450454221095,0.004126001233025254,81.69942776160622,3.4282037311879088,366.0116832640567,1547274.1907704019,505991.04396844824,2053265.23473885,43.69895557540252,48.665960376592494,0.43723625794766396,8.568422661843632,0.43823625794766397,0.11939224230685608,14.906033231450733,2015-10-08,3373,44.9264532396309,122.06606451229443,534.6112647220607,11.435450454221094,1.0445298812386652,Deep
23,7.905258766714606,0.11686881205270766,0.6699313485641012,22.52561087971163,8042.0193730383335,3.5,40.82918793172265,Horizontal,Slotted Liner,Natural Flow,4067.9287100679103,218.68426409842527,3420.4872124064486,2736.3897699251593,29.81154301369079,144.40051935526472,0.0775950980862009,1.104332015580658,100.0,5.0,722.0025967763236,0.42061254120993435,0.0010802475888881512,77.53887190665597,4.509672396820676,293.3408062715933,1263829.0413920083,582722.4806873748,1846551.522079383,97.60954844280161,121.49561666548342,0.9224049019137991,19.139127145647375,0.9234049019137992,0.3327513470881667,30.01838810808353,2017-08-19,2692,38.44022145542372,30.0,647.4414976614617,5.420612541209934,0.9238782010351889,Deep
24,1.777578089230018,0.17852993342965795,0.7593826500988237,34.66057681586494,7681.3566051343005,4.5,35.57255472726994,Horizontal,Slotted Liner,Rod Pump,3978.7107698067966,180.0713681992183,3580.8396928261172,2864.671754260894,49.890984570545776,148.68049629442996,0.374001602462127,1.104460414888833,53.2136731121022,5.0,743.4024814721498,2.9872361214173524,0.0007960709066938045,72.52132940754734,3.474255547896788,342.30080217276037,1137691.045400503,579290.3466692294,1716981.3920697325,22.888615060551217,66.12020086920006,0.625998397537873,4.487963737362984,0.626998397537873,0.06686696296142261,20.466715394452816,2022-06-07,939,3.616308864641359,54.63484983132788,397.8710769806794,7.987236121417352,0.3173508979362537,Medium
25,4.287128988591921,0.11183704217287416,0.4693768635261744,26.765857884169613,10256.321424244885,3.5,18.76968327592363,Horizontal,Perforated,ESP,5413.303222215727,199.86228174294487,4854.721956529147,3883.7775652233177,37.20699205100119,255.71174790094904,0.21807685823230233,1.1076713524370285,85.10451134676345,5.0,1278.558739504745,1.3944885864458376,0.0005713548136090384,70.73674133558191,3.7079642452353854,416.4577028288947,1687048.9985075223,266270.3712755216,1953319.3697830439,-58.03314605946838,66.24706485078038,0.7819231417676977,-11.379048246954586,0.7829231417676977,-0.13934943612583822,24.67680738522069,2018-01-11,2547,47.950319213084335,30.0,558.5812656865801,6.394488586445838,0.47945982549770605,Deep
26,8.255854538575212,0.05975589496677404,0.7797211788237532,59.31611295726531,7984.751418885835,3.5,33.98043075347389,Deviated,Perforated,Natural Flow,3999.7264529470617,221.60319888938636,3318.90575095611,2655.124600764888,45.170667516680794,152.98705021762106,0.08231618738255228,1.1045896115065288,52.082578701648245,5.59145447738097,855.4201269206246,0.5015526117167779,0.006637134421435584,72.14805525308216,3.1482307516509342,294.3277029940275,1247108.5908915754,567831.8273134162,1814940.4182049916,111.77792353430101,125.3540316072735,0.9176838126174477,19.639606005552686,0.9186838126174477,0.3797737093628907,30.15820659379378,2018-04-24,2444,33.661554732684806,45.67915942578173,680.8207019909519,6.093007089097748,0.4933359766680651,Medium
27,2.337323386100491,0.06862287810584186,0.7413433072575032,56.29467302290424,8444.546658881954,2.875,21.76584087326418,Vertical,Open Hole,Natural Flow,4250.553757801072,205.35143177135603,3788.652413708752,3030.921930967002,35.92362772498294,211.04221121299588,0.1856141857938282,1.10633126633639,87.54475770012161,5.0,1055.2110560649794,1.1395947389862686,0.0010071406963588177,80.32032325422666,3.6170232350490825,298.0850613278058,1143301.886779978,520627.64058449015,1663929.5273644682,107.33327785099522,109.35305755542761,0.8143858142061717,21.045740755097103,0.8153858142061717,0.36007600438909687,26.829856729920316,2024-12-17,15,8.532530154907587,30.0,461.9013440923195,6.139594738986268,0.16039385781830756,Deep
28,10.758520210230284,0.1524042473330691,0.7956729760373878,32.50082471682055,8372.410899367169,2.375,59.23116039169266,Horizontal,Open Hole,Natural Flow,4294.556244621022,203.11439504153776,3469.8003894606327,2775.8403115685064,28.75476480115221,123.17696556127235,0.3953909259049392,1.1036953089668382,100.0,5.0,615.8848278063617,3.2698010076720387,0.0025207648417073076,79.73772361858848,4.255581705758802,299.4939100013437,1409005.1020955755,443979.7307659771,1852984.8328615527,101.81565629766584,80.2181835353453,0.6046090740950608,19.963854176012912,0.6056090740950608,0.3399590205263574,20.46537342214173,2022-01-22,1075,12.146881021034034,553.8730458364039,824.7558551603897,8.269801007672038,1.6396441750577586,Deep
29,4.052610778439395,0.16298612508607407,0.7622338221312501,61.42111741398374,5561.600950010823,3.5,26.782781555795427,Vertical,Perforated,Gas Lift,3204.7946367459845,119.54522375727379,2332.43497143494,1865.947977147952,32.891832638726946,139.46302562053688,0.21696273476594907,1.1041838907686161,100.0,5.0,697.3151281026844,1.3853903723408632,0.0017183016892350367,95.94718583848544,3.82968736410979,344.5013998724491,881041.0183200934,411959.2697413599,1293000.2880614533,137.90502825487556,108.72636410967826,0.7830372652340509,27.040201618603053,0.7840372652340509,0.40030324493872765,25.98052032360575,2018-10-03,2282,33.544937618352705,58.771768585375554,872.3596653110444,6.385390372340863,0.6605193272598953,Medium
30,5.5196047264987635,0.10478416874477955,0.8600360691979396,95.24978425147778,8432.616723074092,2.875,61.32678481386885,Horizontal,Perforated,Rod Pump,4364.325134366185,191.97974395057108,3905.437558818928,3124.3500470551426,23.905854313298512,239.70183784976615,0.051800662455009985,1.107191055135493,100.0,7.3436990496041705,1760.2981588057007,0.4011899812487398,0.004083815146516974,59.63210486013685,3.960406982205347,353.0866048360001,1570942.9115867903,493757.1862524869,2064700.0978392772,91.80512407018045,117.26952333330212,0.94819933754499,12.33326649269389,0.94919933754499,0.2600073829275445,31.30278010838459,2016-02-27,3231,37.64876959811873,105.62450469098374,458.8875755472568,7.74488903085291,0.5783671930659292,Deep
31,4.048285215066863,0.1819296229388687,0.8954389671855011,10.0,7155.9619633396505,4.5,37.85109624530383,Horizontal,Perforated,Natural Flow,3883.237351283679,184.89450589741662,3012.311627689713,2409.8493021517706,34.10773107045194,532.5427015905768,0.03198221964418105,1.1159762810477174,100.0,5.0,2662.7135079528844,0.1651942105525329,0.0003248270051446378,92.579066898546,2.1694124166084086,284.22481384394905,684736.0853159553,523059.801889391,1207795.8872053463,184.4470443948049,157.1009577300923,0.968017780355819,36.16608713623626,0.969017780355819,0.6489477181822478,32.13617740996056,2023-04-17,625,12.234689328040888,411.983755326413,870.9257235939658,5.165194210552533,0.7365030027261114,Medium
32,47.10024414285001,0.066923996886552,0.4582089432177792,25.50305249910345,5868.270289781568,2.875,43.366485205864976,Horizontal,Perforated,Natural Flow,3401.646183445289,163.48600670533784,3061.4815651007602,2449.1852520806083,36.37674300905464,102.30379547437764,0.2629252614350202,1.1030691138642315,100.0,5.0,511.5189773718882,1.7835701792797578,0.004989719821369052,72.955236705755,5.210625853167004,272.9662730770954,886617.1063934431,537788.2282281232,1424405.3346215663,94.47524445955906,98.1388355177363,0.7370747385649798,18.524557737168447,0.7380747385649798,0.34610592508209204,24.468860350297543,2020-06-28,1648,13.07753613326573,203.5978344162583,340.16461834452866,6.783570179279758,3.152136592371933,Medium
33,7.289994381172695,0.14669601006763416,0.7437867788547163,18.160661673392553,7224.294379326857,5.5,38.404664891402355,Horizontal,Perforated,Rod Pump,3415.0440243068597,171.91573584854697,2544.8607454087346,2008.3863802042338,35.36578236548356,177.50907771945873,0.09186921225009796,1.1053252723315838,100.0,5.0,887.5453885972936,0.505814318413654,0.000890875910621622,74.09412978611887,2.178996925527984,335.2487581116822,926536.7928269033,480270.9910879931,1406807.7839148964,37.155849491932145,100.05562671544908,0.9081307877499021,7.285460684692578,0.9091307877499021,0.11083068495530214,29.06621570217625,2016-03-29,3200,15.434672658986859,173.2379025317715,870.1832788981251,5.505814318413654,1.0694130891335063,Medium
34,2.5658481097424084,0.08944919001187715,0.8645879778092688,23.616678224461747,7211.916695544582,5.5,15.24531455013525,Vertical,Perforated,ESP,3721.3723724671863,180.12250667997685,3349.235135220468,2679.3881081763743,45.64125780109491,324.34794488423944,0.11883092300595248,1.1097304383465272,64.84131164080506,5.0,1621.7397244211973,0.6742791551168118,0.0007280976997042676,83.58733135159335,3.6251376163365343,385.2934461105627,969795.9409572204,247577.8319678879,1217373.7729251082,38.522240326310566,95.33500031786475,0.8811690769940476,7.553380456139327,0.8821690769940476,0.09998156136623289,28.22876607618899,2021-05-03,1339,29.106863147321928,220.08435609629447,372.13723724671854,5.674279155116812,0.2295130351099645,Medium
35,16.81960065687278,0.11740819460989203,0.6856800795681586,10.0,9544.823808695497,2.875,29.045988264444695,Horizontal,Perforated,ESP,4425.552379981768,195.34530358505003,3982.9971419835915,3186.3977135868736,33.806929351496734,53.29646707028659,0.11427058195282666,1.1015988940121086,100.0,5.0,266.48233535143294,0.6450641167137872,0.001046920542440415,83.52408410159974,3.379641802998812,408.59330220366877,1592004.460322638,450469.6757396585,2042474.1360622966,9.927733144644378,90.30877458958905,0.8857294180471733,1.9466143420871331,0.8867294180471733,0.024297346753118745,28.187958969536307,2016-05-21,3147,9.075360380160015,317.7095094328926,442.55523799817684,5.645064116713787,1.974758947182787,Deep
36,2.179632642592645,0.1523699335658207,0.9163929483725302,10.0,6404.315575846953,2.875,13.552182287546941,Vertical,Perforated,ESP,3633.70522163375,178.0238517716694,2920.2848980809413,2336.227918464753,19.84805125726227,795.5111080584488,0.1350073424876659,1.1238653332417536,100.0,5.0,3977.555540292244,0.7803949850680888,0.00017772591827821993,86.56618033915014,3.4144748079274057,377.3235507435376,684737.7985288787,381630.7657963874,1066368.564325266,69.08861414167302,98.96173557671722,0.8649926575123341,13.546787086602555,0.8659926575123341,0.1831017809663085,27.937273023407805,2018-03-11,2488,5.899430347584543,378.1848569247275,713.4203235528089,5.780394985068089,0.33211048094973555,Medium
37,9.10536313125942,0.10697933173580237,0.6980314327357025,27.529522664235945,6815.228841426118,4.5,42.88542647426938,Horizontal,Perforated,Natural Flow,3351.6165093266236,127.51888863098011,2774.066616722388,2219.2532933779107,50.0,355.4552067057148,0.1212799310264759,1.1106636562011716,79.08913657869063,5.0,1777.2760335285739,0.6900934512026027,0.001991918367085609,88.74777288920951,4.19586054511681,281.3423818654638,1049504.8230982458,705522.0968516346,1755026.9199498803,169.85368496744803,138.102626674752,0.8787200689735241,33.304644111264324,0.8797200689735241,0.6037259080598494,29.340664009324602,2015-11-12,3338,32.906612187019135,185.22192246499654,577.5498926042355,5.6900934512026025,0.9740856629939457,Medium
38,1.0411541694483,0.13077222278850872,0.7896861789557802,26.885371198824735,8353.082390822019,5.5,33.02495493122458,Vertical,Perforated,Rod Pump,3944.7043100144224,189.73188583897823,3018.391829684156,2414.713463747325,29.475131668133415,50.0,0.081883954002483,1.1015000000000001,100.0,5.0,250.0,0.44593417777968386,0.0002006786243524436,74.60169004716019,2.9337513592026547,346.4767580859999,1260590.2838020276,505931.2765419378,1766521.5603439654,27.265129989601746,98.55768349530753,0.9181160459975171,5.346103919529755,0.9191160459975171,0.07869252223502449,29.291265329751248,2019-08-27,1954,37.617603170279,397.32138881261733,926.3124803302662,5.445934177779684,0.13615404500427786,Deep
39,1.9577854286507597,0.20031464046072203,0.9107575099168228,104.45669939035143,6011.309342968629,3.5,51.567158407972464,Vertical,Open Hole,Gas Lift,3114.770694872479,196.6889934044226,2624.2193379998,2099.3754703998397,42.749960870329964,227.7372355159354,0.24575631897260133,1.1068321170654782,66.97335949793172,5.0,1138.686177579677,1.6291551346298059,0.0025125824081809797,88.87630880784046,3.153833897650331,349.24224856431607,712349.250221484,574112.0012883262,1286461.2515098103,98.73052254052288,95.69718471448722,0.7542436810273987,19.358925988337823,0.7552436810273987,0.28269925229948456,24.836640974469432,2017-02-02,2890,24.543682007575757,137.98316460913358,490.5513568726792,6.629155134629806,0.3921730842394175,Medium
